lease_id,description,period_no,period,opening_liability,lease_payment,interest_expense,principal_repayment,closing_liability,rou_opening,rou_depreciation,rou_closing
LSE109,Laptops - Fleet Lease,23,2026-02,124031,62830,1084,61746,62285,111931,55965,55965
LSE109,Laptops - Fleet Lease,24,2026-03,62285,62830,544,62286,0,55965,55965,0
LSE110,Office - Pune Delivery Centre,1,2024-10,95219282,1167000,793494,373506,94845776,95536282,995170,94541112
LSE110,Office - Pune Delivery Centre,2,2024-11,94845776,1167000,790381,376619,94469157,94541112,995170,93545943
LSE110,Office - Pune Delivery Centre,3,2024-12,94469157,1167000,787243,379757,94089400,93545943,995170,92550773
LSE110,Office - Pune Delivery Centre,4,2025-01,94089400,1167000,784078,382922,93706479,92550773,995170,91555604
LSE110,Office - Pune Delivery Centre,5,2025-02,93706479,1167000,780887,386113,93320366,91555604,995170,90560434
LSE110,Office - Pune Delivery Centre,6,2025-03,93320366,1167000,777670,389330,92931036,90560434,995170,89565264
LSE110,Office - Pune Delivery Centre,7,2025-04,92931036,1167000,774425,392575,92538461,89565264,995170,88570095
LSE110,Office - Pune Delivery Centre,8,2025-05,92538461,1167000,771154,395846,92142615,88570095,995170,87574925
LSE110,Office - Pune Delivery Centre,9,2025-06,92142615,1167000,767855,399145,91743470,87574925,995170,86579756
LSE110,Office - Pune Delivery Centre,10,2025-07,91743470,1167000,764529,402471,91340999,86579756,995170,85584586
LSE110,Office - Pune Delivery Centre,11,2025-08,91340999,1167000,761175,405825,90935174,85584586,995170,84589416
LSE110,Office - Pune Delivery Centre,12,2025-09,90935174,1167000,757793,409207,90525967,84589416,995170,83594247
LSE110,Office - Pune Delivery Centre,13,2025-10,90525967,1248690,754383,494307,90031660,83594247,995170,82599077
LSE110,Office - Pune Delivery Centre,14,2025-11,90031660,1248690,750264,498426,89533234,82599077,995170,81603908
LSE110,Office - Pune Delivery Centre,15,2025-12,89533234,1248690,746110,502580,89030654,81603908,995170,80608738
LSE110,Office - Pune Delivery Centre,16,2026-01,89030654,1248690,741922,506768,88523886,80608738,995170,79613568
LSE110,Office - Pune Delivery Centre,17,2026-02,88523886,1248690,737699,510991,88012895,79613568,995170,78618399
LSE110,Office - Pune Delivery Centre,18,2026-03,88012895,1248690,733441,515249,87497646,78618399,995170,77623229
LSE110,Office - Pune Delivery Centre,19,2026-04,87497646,1248690,729147,519543,86978103,77623229,995170,76628060
LSE110,Office - Pune Delivery Centre,20,2026-05,86978103,1248690,724818,523872,86454231,76628060,995170,75632890
LSE110,Office - Pune Delivery Centre,21,2026-06,86454231,1248690,720452,528238,85925993,75632890,995170,74637720
LSE110,Office - Pune Delivery Centre,22,2026-07,85925993,1248690,716050,532640,85393353,74637720,995170,73642551
LSE110,Office - Pune Delivery Centre,23,2026-08,85393353,1248690,711611,537079,84856274,73642551,995170,72647381
LSE110,Office - Pune Delivery Centre,24,2026-09,84856274,1248690,707136,541554,84314720,72647381,995170,71652211
LSE110,Office - Pune Delivery Centre,25,2026-10,84314720,1336098,702623,633476,83681244,71652211,995170,70657042
LSE110,Office - Pune Delivery Centre,26,2026-11,83681244,1336098,697344,638755,83042489,70657042,995170,69661872
LSE110,Office - Pune Delivery Centre,27,2026-12,83042489,1336098,692021,644078,82398412,69661872,995170,68666703
LSE110,Office - Pune Delivery Centre,28,2027-01,82398412,1336098,686653,649445,81748967,68666703,995170,67671533
LSE110,Office - Pune Delivery Centre,29,2027-02,81748967,1336098,681241,654857,81094110,67671533,995170,66676363
LSE110,Office - Pune Delivery Centre,30,2027-03,81094110,1336098,675784,660314,80433796,66676363,995170,65681194
LSE110,Office - Pune Delivery Centre,31,2027-04,80433796,1336098,670282,665817,79767979,65681194,995170,64686024
LSE110,Office - Pune Delivery Centre,32,2027-05,79767979,1336098,664733,671365,79096614,64686024,995170,63690855
LSE110,Office - Pune Delivery Centre,33,2027-06,79096614,1336098,659138,676960,78419654,63690855,995170,62695685
LSE110,Office - Pune Delivery Centre,34,2027-07,78419654,1336098,653497,682601,77737053,62695685,995170,61700515
LSE110,Office - Pune Delivery Centre,35,2027-08,77737053,1336098,647809,688290,77048764,61700515,995170,60705346
LSE110,Office - Pune Delivery Centre,36,2027-09,77048764,1336098,642073,694025,76354738,60705346,995170,59710176
LSE110,Office - Pune Delivery Centre,37,2027-10,76354738,1429625,636289,793336,75561403,59710176,995170,58715007
LSE110,Office - Pune Delivery Centre,38,2027-11,75561403,1429625,629678,799947,74761456,58715007,995170,57719837
LSE110,Office - Pune Delivery Centre,39,2027-12,74761456,1429625,623012,806613,73954843,57719837,995170,56724667
LSE110,Office - Pune Delivery Centre,40,2028-01,73954843,1429625,616290,813335,73141508,56724667,995170,55729498
LSE110,Office - Pune Delivery Centre,41,2028-02,73141508,1429625,609513,820113,72321395,55729498,995170,54734328
LSE110,Office - Pune Delivery Centre,42,2028-03,72321395,1429625,602678,826947,71494448,54734328,995170,53739159
LSE110,Office - Pune Delivery Centre,43,2028-04,71494448,1429625,595787,833838,70660610,53739159,995170,52743989
LSE110,Office - Pune Delivery Centre,44,2028-05,70660610,1429625,588838,840787,69819824,52743989,995170,51748819
LSE110,Office - Pune Delivery Centre,45,2028-06,69819824,1429625,581832,847793,68972030,51748819,995170,50753650
LSE110,Office - Pune Delivery Centre,46,2028-07,68972030,1429625,574767,854858,68117172,50753650,995170,49758480
LSE110,Office - Pune Delivery Centre,47,2028-08,68117172,1429625,567643,861982,67255190,49758480,995170,48763311
LSE110,Office - Pune Delivery Centre,48,2028-09,67255190,1429625,560460,869165,66386025,48763311,995170,47768141
LSE110,Office - Pune Delivery Centre,49,2028-10,66386025,1529699,553217,976482,65409543,47768141,995170,46772971
LSE110,Office - Pune Delivery Centre,50,2028-11,65409543,1529699,545080,984619,64424923,46772971,995170,45777802
LSE110,Office - Pune Delivery Centre,51,2028-12,64424923,1529699,536874,992825,63432099,45777802,995170,44782632
LSE110,Office - Pune Delivery Centre,52,2029-01,63432099,1529699,528601,1001098,62431000,44782632,995170,43787463
LSE110,Office - Pune Delivery Centre,53,2029-02,62431000,1529699,520258,1009441,61421560,43787463,995170,42792293
LSE110,Office - Pune Delivery Centre,54,2029-03,61421560,1529699,511846,1017853,60403707,42792293,995170,41797123
LSE110,Office - Pune Delivery Centre,55,2029-04,60403707,1529699,503364,1026335,59377373,41797123,995170,40801954
LSE110,Office - Pune Delivery Centre,56,2029-05,59377373,1529699,494811,1034888,58342485,40801954,995170,39806784
LSE110,Office - Pune Delivery Centre,57,2029-06,58342485,1529699,486187,1043512,57298973,39806784,995170,38811615
LSE110,Office - Pune Delivery Centre,58,2029-07,57298973,1529699,477491,1052207,56246766,38811615,995170,37816445
LSE110,Office - Pune Delivery Centre,59,2029-08,56246766,1529699,468723,1060976,55185790,37816445,995170,36821275
LSE110,Office - Pune Delivery Centre,60,2029-09,55185790,1529699,459882,1069817,54115973,36821275,995170,35826106
LSE110,Office - Pune Delivery Centre,61,2029-10,54115973,1636778,450966,1185811,52930161,35826106,995170,34830936
LSE110,Office - Pune Delivery Centre,62,2029-11,52930161,1636778,441085,1195693,51734468,34830936,995170,33835767
LSE110,Office - Pune Delivery Centre,63,2029-12,51734468,1636778,431121,1205657,50528811,33835767,995170,32840597
LSE110,Office - Pune Delivery Centre,64,2030-01,50528811,1636778,421073,1215704,49313106,32840597,995170,31845427
LSE110,Office - Pune Delivery Centre,65,2030-02,49313106,1636778,410943,1225835,48087271,31845427,995170,30850258
LSE110,Office - Pune Delivery Centre,66,2030-03,48087271,1636778,400727,1236051,46851220,30850258,995170,29855088
LSE110,Office - Pune Delivery Centre,67,2030-04,46851220,1636778,390427,1246351,45604869,29855088,995170,28859919
LSE110,Office - Pune Delivery Centre,68,2030-05,45604869,1636778,380041,1256737,44348132,28859919,995170,27864749
LSE110,Office - Pune Delivery Centre,69,2030-06,44348132,1636778,369568,1267210,43080922,27864749,995170,26869579
LSE110,Office - Pune Delivery Centre,70,2030-07,43080922,1636778,359008,1277770,41803152,26869579,995170,25874410
LSE110,Office - Pune Delivery Centre,71,2030-08,41803152,1636778,348360,1288418,40514734,25874410,995170,24879240
LSE110,Office - Pune Delivery Centre,72,2030-09,40514734,1636778,337623,1299155,39215578,24879240,995170,23884070
LSE110,Office - Pune Delivery Centre,73,2030-10,39215578,1751352,326796,1424556,37791023,23884070,995170,22888901
LSE110,Office - Pune Delivery Centre,74,2030-11,37791023,1751352,314925,1436427,36354595,22888901,995170,21893731
LSE110,Office - Pune Delivery Centre,75,2030-12,36354595,1751352,302955,1448397,34906198,21893731,995170,20898562
LSE110,Office - Pune Delivery Centre,76,2031-01,34906198,1751352,290885,1460467,33445731,20898562,995170,19903392
LSE110,Office - Pune Delivery Centre,77,2031-02,33445731,1751352,278714,1472638,31973093,19903392,995170,18908222
LSE110,Office - Pune Delivery Centre,78,2031-03,31973093,1751352,266442,1484910,30488183,18908222,995170,17913053
LSE110,Office - Pune Delivery Centre,79,2031-04,30488183,1751352,254068,1497284,28990899,17913053,995170,16917883
LSE110,Office - Pune Delivery Centre,80,2031-05,28990899,1751352,241591,1509761,27481137,16917883,995170,15922714
LSE110,Office - Pune Delivery Centre,81,2031-06,27481137,1751352,229009,1522343,25958795,15922714,995170,14927544
LSE110,Office - Pune Delivery Centre,82,2031-07,25958795,1751352,216323,1535029,24423766,14927544,995170,13932374
LSE110,Office - Pune Delivery Centre,83,2031-08,24423766,1751352,203531,1547821,22875945,13932374,995170,12937205
LSE110,Office - Pune Delivery Centre,84,2031-09,22875945,1751352,190633,1560719,21315225,12937205,995170,11942035
LSE110,Office - Pune Delivery Centre,85,2031-10,21315225,1873947,177627,1696320,19618905,11942035,995170,10946866
LSE110,Office - Pune Delivery Centre,86,2031-11,19618905,1873947,163491,1710456,17908449,10946866,995170,9951696
LSE110,Office - Pune Delivery Centre,87,2031-12,17908449,1873947,149237,1724710,16183739,9951696,995170,8956526
LSE110,Office - Pune Delivery Centre,88,2032-01,16183739,1873947,134864,1739082,14444656,8956526,995170,7961357
LSE110,Office - Pune Delivery Centre,89,2032-02,14444656,1873947,120372,1753575,12691082,7961357,995170,6966187
LSE110,Office - Pune Delivery Centre,90,2032-03,12691082,1873947,105759,1768188,10922894,6966187,995170,5971018
LSE110,Office - Pune Delivery Centre,91,2032-04,10922894,1873947,91024,1782923,9139971,5971018,995170,4975848
LSE110,Office - Pune Delivery Centre,92,2032-05,9139971,1873947,76166,1797781,7342190,4975848,995170,3980678
LSE110,Office - Pune Delivery Centre,93,2032-06,7342190,1873947,61185,1812762,5529428,3980678,995170,2985509
LSE110,Office - Pune Delivery Centre,94,2032-07,5529428,1873947,46079,1827868,3701560,2985509,995170,1990339
LSE110,Office - Pune Delivery Centre,95,2032-08,3701560,1873947,30846,1843101,1858459,1990339,995170,995170
LSE110,Office - Pune Delivery Centre,96,2032-09,1858459,1873947,15487,1858460,0,995170,995170,0
