fy,month,period,bu,account_code,account_name,account_type,group,sub_group,budget,actual,variance,variance_pct
FY24-25,2024-07,Jul-2024,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,400914,435974,35060,8.7
FY24-25,2024-08,Aug-2024,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,395887,406382,10495,2.7
FY24-25,2024-09,Sep-2024,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,415477,395137,-20340,-4.9
FY24-25,2024-10,Oct-2024,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,435644,388440,-47204,-10.8
FY24-25,2024-11,Nov-2024,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,439180,399467,-39713,-9.0
FY24-25,2024-12,Dec-2024,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,433936,385452,-48484,-11.2
FY24-25,2025-01,Jan-2025,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,468519,380232,-88287,-18.8
FY24-25,2025-02,Feb-2025,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,490580,448845,-41735,-8.5
FY24-25,2025-03,Mar-2025,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,517907,514237,-3670,-0.7
FY25-26,2025-04,Apr-2025,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,433081,438663,5582,1.3
FY25-26,2025-05,May-2025,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,455253,454431,-822,-0.2
FY25-26,2025-06,Jun-2025,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,478083,423995,-54088,-11.3
FY25-26,2025-07,Jul-2025,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,496621,542860,46239,9.3
FY25-26,2025-08,Aug-2025,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,490393,470094,-20299,-4.1
FY25-26,2025-09,Sep-2025,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,514660,551034,36374,7.1
FY25-26,2025-10,Oct-2025,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,539641,557752,18111,3.4
FY25-26,2025-11,Nov-2025,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,544021,529015,-15006,-2.8
FY25-26,2025-12,Dec-2025,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,537525,548435,10910,2.0
FY25-26,2026-01,Jan-2026,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,580364,666528,86164,14.8
FY25-26,2026-02,Feb-2026,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,607691,690179,82488,13.6
FY25-26,2026-03,Mar-2026,Cloud & Infrastructure,5002,Employer PF Contribution,Expense,Expenses,Employee benefit expense,641542,669867,28325,4.4
FY24-25,2024-04,Apr-2024,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,224708,234114,9406,4.2
FY24-25,2024-05,May-2024,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,236212,241424,5212,2.2
FY24-25,2024-06,Jun-2024,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,248058,254728,6670,2.7
FY24-25,2024-07,Jul-2024,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,257676,289478,31802,12.3
FY24-25,2024-08,Aug-2024,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,254445,265394,10949,4.3
FY24-25,2024-09,Sep-2024,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,267036,237560,-29476,-11.0
FY24-25,2024-10,Oct-2024,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,279998,253388,-26610,-9.5
FY24-25,2024-11,Nov-2024,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,282271,268900,-13371,-4.7
FY24-25,2024-12,Dec-2024,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,278900,240466,-38434,-13.8
FY24-25,2025-01,Jan-2025,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,301127,263070,-38057,-12.6
FY24-25,2025-02,Feb-2025,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,315306,325924,10618,3.4
FY24-25,2025-03,Mar-2025,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,332870,329850,-3020,-0.9
FY25-26,2025-04,Apr-2025,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,278351,300820,22469,8.1
FY25-26,2025-05,May-2025,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,292601,274562,-18039,-6.2
FY25-26,2025-06,Jun-2025,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,307274,295440,-11834,-3.9
FY25-26,2025-07,Jul-2025,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,319189,317730,-1459,-0.5
FY25-26,2025-08,Aug-2025,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,315186,320405,5219,1.7
FY25-26,2025-09,Sep-2025,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,330783,369135,38352,11.6
FY25-26,2025-10,Oct-2025,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,346839,393078,46239,13.3
FY25-26,2025-11,Nov-2025,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,349654,348366,-1288,-0.4
FY25-26,2025-12,Dec-2025,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,345479,362276,16797,4.9
FY25-26,2026-01,Jan-2026,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,373013,401900,28887,7.7
FY25-26,2026-02,Feb-2026,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,390576,407224,16648,4.3
FY25-26,2026-03,Mar-2026,Cloud & Infrastructure,5003,Employer ESI Contribution,Expense,Expenses,Employee benefit expense,412333,424590,12257,3.0
FY24-25,2024-04,Apr-2024,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,427998,421668,-6330,-1.5
FY24-25,2024-05,May-2024,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,449910,430741,-19169,-4.3
FY24-25,2024-06,Jun-2024,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,472472,485786,13314,2.8
FY24-25,2024-07,Jul-2024,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,490792,482499,-8293,-1.7
FY24-25,2024-08,Aug-2024,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,484637,515003,30366,6.3
FY24-25,2024-09,Sep-2024,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,508619,452417,-56202,-11.0
FY24-25,2024-10,Oct-2024,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,533308,485485,-47823,-9.0
FY24-25,2024-11,Nov-2024,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,537636,540846,3210,0.6
FY24-25,2024-12,Dec-2024,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,531216,468957,-62259,-11.7
FY24-25,2025-01,Jan-2025,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,573553,541734,-31819,-5.5
FY24-25,2025-02,Feb-2025,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,600559,594534,-6025,-1.0
FY24-25,2025-03,Mar-2025,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,634012,657459,23447,3.7
FY25-26,2025-04,Apr-2025,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,530170,504736,-25434,-4.8
FY25-26,2025-05,May-2025,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,557312,492731,-64581,-11.6
FY25-26,2025-06,Jun-2025,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,585260,587470,2210,0.4
FY25-26,2025-07,Jul-2025,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,607954,621453,13499,2.2
FY25-26,2025-08,Aug-2025,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,600330,647611,47281,7.9
FY25-26,2025-09,Sep-2025,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,630037,674344,44307,7.0
FY25-26,2025-10,Oct-2025,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,660619,689503,28884,4.4
FY25-26,2025-11,Nov-2025,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,665981,668042,2061,0.3
FY25-26,2025-12,Dec-2025,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,658029,675182,17153,2.6
FY25-26,2026-01,Jan-2026,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,710471,761051,50580,7.1
FY25-26,2026-02,Feb-2026,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,743925,767135,23210,3.1
FY25-26,2026-03,Mar-2026,Cloud & Infrastructure,5004,Gratuity Expense,Expense,Expenses,Employee benefit expense,785364,877704,92340,11.8
FY24-25,2024-04,Apr-2024,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,278189,268828,-9361,-3.4
FY24-25,2024-05,May-2024,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,292431,297384,4953,1.7
FY24-25,2024-06,Jun-2024,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,307096,282464,-24632,-8.0
FY24-25,2024-07,Jul-2024,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,319004,346542,27538,8.6
FY24-25,2024-08,Aug-2024,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,315003,371759,56756,18.0
FY24-25,2024-09,Sep-2024,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,330591,295261,-35330,-10.7
FY24-25,2024-10,Oct-2024,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,346638,364930,18292,5.3
FY24-25,2024-11,Nov-2024,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,349452,313717,-35735,-10.2
FY24-25,2024-12,Dec-2024,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,345279,325433,-19846,-5.7
FY24-25,2025-01,Jan-2025,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,372796,334976,-37820,-10.1
FY24-25,2025-02,Feb-2025,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,390350,442756,52406,13.4
FY24-25,2025-03,Mar-2025,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,412094,409534,-2560,-0.6
FY25-26,2025-04,Apr-2025,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,344599,350840,6241,1.8
FY25-26,2025-05,May-2025,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,362241,366767,4526,1.2
FY25-26,2025-06,Jun-2025,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,380406,398491,18085,4.8
FY25-26,2025-07,Jul-2025,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,395157,394060,-1097,-0.3
FY25-26,2025-08,Aug-2025,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,390201,376236,-13965,-3.6
FY25-26,2025-09,Sep-2025,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,409510,460600,51090,12.5
FY25-26,2025-10,Oct-2025,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,429388,433887,4499,1.0
FY25-26,2025-11,Nov-2025,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,432873,426454,-6419,-1.5
FY25-26,2025-12,Dec-2025,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,427704,352930,-74774,-17.5
FY25-26,2026-01,Jan-2026,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,461791,479225,17434,3.8
FY25-26,2026-02,Feb-2026,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,483534,496127,12593,2.6
FY25-26,2026-03,Mar-2026,Cloud & Infrastructure,5005,Leave Encashment Expense,Expense,Expenses,Employee benefit expense,510469,589050,78581,15.4
FY24-25,2024-04,Apr-2024,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,179122,183422,4300,2.4
FY24-25,2024-05,May-2024,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,188293,187463,-830,-0.4
FY24-25,2024-06,Jun-2024,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,197735,197872,137,0.1
FY24-25,2024-07,Jul-2024,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,205402,217796,12394,6.0
FY24-25,2024-08,Aug-2024,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,202827,231588,28761,14.2
FY24-25,2024-09,Sep-2024,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,212863,194996,-17867,-8.4
FY24-25,2024-10,Oct-2024,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,223196,198042,-25154,-11.3
FY24-25,2024-11,Nov-2024,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,225007,216044,-8963,-4.0
FY24-25,2024-12,Dec-2024,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,222321,235304,12983,5.8
FY24-25,2025-01,Jan-2025,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,240039,230094,-9945,-4.1
FY24-25,2025-02,Feb-2025,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,251341,274382,23041,9.2
FY24-25,2025-03,Mar-2025,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,265342,271547,6205,2.3
FY25-26,2025-04,Apr-2025,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,221883,219137,-2746,-1.2
FY25-26,2025-05,May-2025,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,233242,216462,-16780,-7.2
FY25-26,2025-06,Jun-2025,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,244939,241438,-3501,-1.4
FY25-26,2025-07,Jul-2025,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,254436,267514,13078,5.1
FY25-26,2025-08,Aug-2025,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,251246,236392,-14854,-5.9
FY25-26,2025-09,Sep-2025,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,263678,272903,9225,3.5
FY25-26,2025-10,Oct-2025,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,276477,274678,-1799,-0.7
FY25-26,2025-11,Nov-2025,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,278721,291133,12412,4.5
FY25-26,2025-12,Dec-2025,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,275393,276441,1048,0.4
FY25-26,2026-01,Jan-2026,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,297341,299879,2538,0.9
FY25-26,2026-02,Feb-2026,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,311342,324083,12741,4.1
FY25-26,2026-03,Mar-2026,Cloud & Infrastructure,5006,Staff Welfare Expenses,Expense,Expenses,Employee benefit expense,328684,337191,8507,2.6
FY24-25,2024-04,Apr-2024,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,256520,251877,-4643,-1.8
FY24-25,2024-05,May-2024,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,269653,254541,-15112,-5.6
FY24-25,2024-06,Jun-2024,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,283176,279320,-3856,-1.4
FY24-25,2024-07,Jul-2024,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,294156,307861,13705,4.7
FY24-25,2024-08,Aug-2024,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,290467,312018,21551,7.4
FY24-25,2024-09,Sep-2024,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,304841,297612,-7229,-2.4
FY24-25,2024-10,Oct-2024,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,319638,325594,5956,1.9
FY24-25,2024-11,Nov-2024,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,322232,326018,3786,1.2
FY24-25,2024-12,Dec-2024,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,318384,310066,-8318,-2.6
FY24-25,2025-01,Jan-2025,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,343758,305546,-38212,-11.1
FY24-25,2025-02,Feb-2025,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,359945,362607,2662,0.7
FY24-25,2025-03,Mar-2025,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,379995,438131,58136,15.3
FY25-26,2025-04,Apr-2025,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,317757,332939,15182,4.8
FY25-26,2025-05,May-2025,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,334025,339043,5018,1.5
FY25-26,2025-06,Jun-2025,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,350775,320618,-30157,-8.6
FY25-26,2025-07,Jul-2025,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,364377,331380,-32997,-9.1
FY25-26,2025-08,Aug-2025,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,359808,298094,-61714,-17.2
FY25-26,2025-09,Sep-2025,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,377612,405797,28185,7.5
FY25-26,2025-10,Oct-2025,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,395942,411522,15580,3.9
FY25-26,2025-11,Nov-2025,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,399155,442242,43087,10.8
FY25-26,2025-12,Dec-2025,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,394389,387019,-7370,-1.9
FY25-26,2026-01,Jan-2026,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,425821,419740,-6081,-1.4
FY25-26,2026-02,Feb-2026,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,445871,455571,9700,2.2
FY25-26,2026-03,Mar-2026,Cloud & Infrastructure,5007,Recruitment Expenses,Expense,Expenses,Employee benefit expense,470707,431585,-39122,-8.3
FY24-25,2024-04,Apr-2024,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,267831,268502,671,0.3
FY24-25,2024-05,May-2024,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,281543,320180,38637,13.7
FY24-25,2024-06,Jun-2024,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,295661,304450,8789,3.0
FY24-25,2024-07,Jul-2024,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,307126,336685,29559,9.6
FY24-25,2024-08,Aug-2024,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,303274,320479,17205,5.7
FY24-25,2024-09,Sep-2024,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,318282,271256,-47026,-14.8
FY24-25,2024-10,Oct-2024,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,333731,306916,-26815,-8.0
FY24-25,2024-11,Nov-2024,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,336440,339795,3355,1.0
FY24-25,2024-12,Dec-2024,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,332422,294913,-37509,-11.3
FY24-25,2025-01,Jan-2025,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,358915,355063,-3852,-1.1
FY24-25,2025-02,Feb-2025,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,375815,361412,-14403,-3.8
FY24-25,2025-03,Mar-2025,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,396749,450764,54015,13.6
FY25-26,2025-04,Apr-2025,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,331768,339534,7766,2.3
FY25-26,2025-05,May-2025,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,348753,327175,-21578,-6.2
FY25-26,2025-06,Jun-2025,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,366242,371447,5205,1.4
FY25-26,2025-07,Jul-2025,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,380443,447980,67537,17.8
FY25-26,2025-08,Aug-2025,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,375672,346689,-28983,-7.7
FY25-26,2025-09,Sep-2025,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,394262,418690,24428,6.2
FY25-26,2025-10,Oct-2025,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,413399,413184,-215,-0.1
FY25-26,2025-11,Nov-2025,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,416755,442664,25909,6.2
FY25-26,2025-12,Dec-2025,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,411778,437855,26077,6.3
FY25-26,2026-01,Jan-2026,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,444596,490700,46104,10.4
FY25-26,2026-02,Feb-2026,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,465530,434238,-31292,-6.7
FY25-26,2026-03,Mar-2026,Cloud & Infrastructure,5008,Training & Development,Expense,Expenses,Employee benefit expense,491462,495598,4136,0.8
FY24-25,2024-04,Apr-2024,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,393005,353595,-39410,-10.0
FY24-25,2024-05,May-2024,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,413125,413549,424,0.1
FY24-25,2024-06,Jun-2024,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,433842,434836,994,0.2
FY24-25,2024-07,Jul-2024,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,450665,492005,41340,9.2
FY24-25,2024-08,Aug-2024,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,445014,465986,20972,4.7
FY24-25,2024-09,Sep-2024,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,467035,435056,-31979,-6.8
FY24-25,2024-10,Oct-2024,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,489705,436682,-53023,-10.8
FY24-25,2024-11,Nov-2024,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,493679,464919,-28760,-5.8
FY24-25,2024-12,Dec-2024,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,487784,470270,-17514,-3.6
FY24-25,2025-01,Jan-2025,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,526659,521150,-5509,-1.0
FY24-25,2025-02,Feb-2025,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,551457,569713,18256,3.3
FY24-25,2025-03,Mar-2025,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,582176,565173,-17003,-2.9
FY25-26,2025-04,Apr-2025,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,486824,501181,14357,2.9
FY25-26,2025-05,May-2025,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,511747,514421,2674,0.5
FY25-26,2025-06,Jun-2025,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,537410,531437,-5973,-1.1
FY25-26,2025-07,Jul-2025,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,558248,642826,84578,15.2
FY25-26,2025-08,Aug-2025,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,551247,511574,-39673,-7.2
FY25-26,2025-09,Sep-2025,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,578526,678912,100386,17.4
FY25-26,2025-10,Oct-2025,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,606607,645543,38936,6.4
FY25-26,2025-11,Nov-2025,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,611531,538183,-73348,-12.0
FY25-26,2025-12,Dec-2025,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,604228,615237,11009,1.8
FY25-26,2026-01,Jan-2026,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,652384,672409,20025,3.1
